thread_title,thread_url,thread_author,thread_datetime,snippet,doctors,clinics,city
[問題] 高雄眼袋診所選擇,https://www.pttweb.cc/bbs/facelift/M.1680146431.A.187,,2023-03-30T11:20:00,"[問題] 高雄眼袋診所選擇 ＋收藏 分享 看板 facelift 作者 q81566970 (111) 時間 3年前 發表 (2023/03/30 11:20) , 編輯 推噓 8 ( 8 推 0 噓 12 → ) 留言 20則, 8人 參與 , 最新 討論串 1/1",,高雄眼袋診所,高雄
[問題] 高雄眼袋診所選擇,https://www.pttweb.cc/bbs/facelift/M.1680146431.A.187,,2023-03-30T11:20:00,1. 群O 姚醫師 眼袋內開+自體脂肪補淚溝跟蘋果肌,,,
[問題] 高雄眼袋診所選擇,https://www.pttweb.cc/bbs/facelift/M.1680146431.A.187,,2023-03-30T11:20:00,優點：醫生開過很多眼袋手術，諮詢時很有安心的感覺，也不會推銷，當時想問臉部輪廓 有點下垂，醫生還說先處理眼袋就好,,,
[問題] 高雄眼袋診所選擇,https://www.pttweb.cc/bbs/facelift/M.1680146431.A.187,,2023-03-30T11:20:00,2. 頤O 黃院長 複合式眼袋內開補淚溝（囊膜修補）會帶到一點蘋果肌,,,
[問題] 高雄眼袋診所選擇,https://www.pttweb.cc/bbs/facelift/M.1680146431.A.187,,2023-03-30T11:20:00,目前應該就這兩位醫生了抉擇了，實在很猶豫>< 自己是偏好1號姚醫生，但又很害怕局麻 想問有曾經給姚醫師眼袋局麻經驗可以分享嗎？ 謝謝！,"應該就這兩位醫生,是偏好1號姚醫生,問有曾經給姚醫師",,
[問題] 高雄眼袋診所選擇,https://www.pttweb.cc/bbs/facelift/M.1680146431.A.187,,2023-03-30T11:20:00,", 17 F 不考慮台南不錯的醫師嗎 04/03 00:06 , 17 F 推 bluechord 01/01 01:46, , 18 F 給1.姚醫師開超級後悔補出比原先更嚴 01/01 01:46 , 18 F → bluechord 01/01 01:46, , 19 F 重的眼袋，毫無美感而言，不僅沒 任何 01/01 01:46 , 19 F → bluechord 01/01 01:46, , 20 F 歉意還超不耐煩 01/01 01:46 , 20 F ‣ 返回看板 [ facelift ] 美容 ...",慮台南不錯的醫師,,台南
[心得] 內視鏡提眉+墊眉骨+眼袋內開手術分享,https://www.pttweb.cc/bbs/facelift/M.1679985019.A.EBB,,2023-03-28T14:30:00,但醫師說建議是做內視鏡提眉+墊眉骨，可以改善眼睛凸的感覺，眼袋用內開式降低復原 時間，後來9個月後我受不了衝去把玻尿酸降解，改用手術的方式一勞永逸，就約了手術 時間,,,
[心得] 內視鏡提眉+墊眉骨+眼袋內開手術分享,https://www.pttweb.cc/bbs/facelift/M.1679985019.A.EBB,,2023-03-28T14:30:00,一個月後還是有輕微的水腫，但其實已經消的差不多了，傷口的地方要靠很近很認真看才 會看到（在髮際線邊邊），術後我終於變成有眼窩的人了，眼睛也沒有以前凸，眼袋終於 不用拿遮瑕膏遮遮蓋蓋的，真的很感謝醫師～,真的很感謝醫師,,
[心得] 內視鏡提眉+墊眉骨+眼袋內開手術分享,https://www.pttweb.cc/bbs/facelift/M.1679985019.A.EBB,,2023-03-28T14:30:00,", 24 F 想問問醫生，診所，跟費用 我眼袋也 03/30 08:14 , 24 F 推 polaris920 03/30 08:28,",想問問醫生,24 F 想問問醫生，診所，跟費用 我眼,
[分享] 媽媽跟風去做眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1679932541.A.31C,,2023-03-27T23:55:00,她是很歡喜，還說眼睛太單了 想要再去做雙眼皮??? 我真的能夠體會整形醫美是一條不歸路 總之媽媽的眼袋旅程就先暫時告一段落 希望不要再有雙眼皮，畢竟年紀大的人手術起來我都會替她捏把冷汗,,我真的能夠體會整形醫美,
[問題] 玻尿酸淚溝台中醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1679728312.A.32C,,2023-03-25T15:11:00,[問題] 玻尿酸淚溝台中醫師推薦 - 看板facelift - PTT網頁版,尿酸淚溝台中醫師,,台中
[問題] 玻尿酸淚溝台中醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1679728312.A.32C,,2023-03-25T15:11:00,"[問題] 玻尿酸淚溝台中醫師推薦 ＋收藏 分享 看板 facelift 作者 pinnaliao (弭弭) 時間 3年前 發表 (2023/03/25 15:11) , 編輯 推噓 6 ( 6 推 0 噓 9 → ) 留言 15則, 8人 參與 , 最新 討論串 1/1",尿酸淚溝台中醫師,,台中
[問題] 玻尿酸淚溝台中醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1679728312.A.32C,,2023-03-25T15:11:00,想請問大家有推薦的台中 淚溝 打玻尿酸的醫師嗎,打玻尿酸的醫師,,台中
[問題] 玻尿酸淚溝台中醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1679728312.A.32C,,2023-03-25T15:11:00,我看爬文 很多人都是推 眼袋內開補脂的醫師,袋內開補脂的醫師,,
[問題] 玻尿酸淚溝台中醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1679728312.A.32C,,2023-03-25T15:11:00,但我本身沒有眼袋 純淚溝 咨詢過的醫生也說我只要打玻尿酸就有很好的效果了,咨詢過的醫生,,
[問題] 玻尿酸淚溝台中醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1679728312.A.32C,,2023-03-25T15:11:00,", 5 F 蔡醫師打水無痕淚溝 才知道醫師的認真跟 03/25 18:02 , 5 F → s882317 03/25 18:02,",才知道醫師,,
[問題] 想帶媽媽去做眼袋，問王X偉醫生推嗎？,https://www.pttweb.cc/bbs/facelift/M.1679332252.A.750,,2023-03-21T01:10:00,[問題] 想帶媽媽去做眼袋，問王X偉醫生推嗎？ - 看板facelift - PTT網頁版,問王X偉醫生,,
[問題] 想帶媽媽去做眼袋，問王X偉醫生推嗎？,https://www.pttweb.cc/bbs/facelift/M.1679332252.A.750,,2023-03-21T01:10:00,"[問題] 想帶媽媽去做眼袋，問王X偉醫生推嗎？ ＋收藏 分享 看板 facelift 作者 orz81920 (夜花mio) 時間 3年前 發表 (2023/03/21 01:10) , 3年前 編輯 推噓 2 ( 2 推 0 噓 4 → ) 留言 6則, 2人 參與 , 3年前 最新 討論串 1/1",問王X偉醫生,,
[問題] 想帶媽媽去做眼袋，問王X偉醫生推嗎？,https://www.pttweb.cc/bbs/facelift/M.1679332252.A.750,,2023-03-21T01:10:00,最近好像是醫美或是整形越來越盛行 我自己有打過音波，媽媽看到後好像有點心動 跟我說她也想要那種快速變美的方式 我本來以為她是那種小針美容或是電音波 沒想到她說她想要處理眼袋，還叫我跟她一起去弄 她說是朋友有去做，還有給她醫生的資料 感覺眼袋是技術活手術 很靠近眼睛，風險很大 媽媽給的資料醫生是王X偉醫生，是否眼袋手術算是有名的醫生呢？ 求版友經驗分享,"還有給她醫生,媽媽給的資料醫生,是王X偉醫生,術算是有名的醫生",最近好像是醫美,
[分享] 不敢相信 ! 我跟眼袋分手了 !,https://www.pttweb.cc/bbs/facelift/M.1679299893.A.414,,2023-03-20T16:11:00,就去姊妹那間去預約諮詢，經過醫生超詳細的解說之後，決定做眼袋內開+脂肪回填 術前的服務和衛教都相當仔細，讓我很安心,經過醫生,,
[推薦] 眼袋手術推薦(桃園),https://www.pttweb.cc/bbs/facelift/M.1678870258.A.355,,2023-03-15T16:50:00,近期爬了不少文，發現大多是台北、新竹或是高雄的分享文，想請教版上的帥哥美女們， 有沒有親身做過眼袋手術，不論內外開，然後覺得很不錯的診所和醫生...麻煩大家~先謝 謝各位！,不錯的診所和醫生,然後覺得很不錯的診所,台北
[推薦] 眼袋手術推薦(桃園),https://www.pttweb.cc/bbs/facelift/M.1678870258.A.355,,2023-03-15T16:50:00,", 1 F 我給蔡x達醫生內開眼袋覺得不錯 03/15 19:08 , 1 F → stephanie629 03/16 15:11,",我給蔡x達醫生,,
[問題] 請益台中格嘉眼袋手術心得分享,https://www.pttweb.cc/bbs/facelift/M.1678774528.A.AFA,,2023-03-14T14:15:00,", 3 F 有在格嘉做過眼袋內開~是院長執刀的 手 03/14 15:54 , 3 F → seatifra 03/14 15:54,",,,
[問題] 請益台中格嘉眼袋手術心得分享,https://www.pttweb.cc/bbs/facelift/M.1678774528.A.AFA,,2023-03-14T14:15:00,", 4 F 術效果很好 沒留疤也沒有嚴重瘀青 03/14 15:54 , 4 F 請問你有另外做補脂嗎？ 有的話想知道效果如何？ 因為醫師有建議我可以填充蘋果肌 我現在好猶豫",因為醫師,,
[問題] 請問這算是眼袋還是臥蠶？,https://www.pttweb.cc/bbs/facelift/M.1678538173.A.577,,2023-03-11T20:36:00,", 9 F 是眼袋沒錯啊 但我覺得醫生可能會 03/12 18:54 , 9 F → loveisth520 03/12 18:54,",但我覺得醫生,,
[問題] 內開眼袋淚溝留疤痕,https://www.pttweb.cc/bbs/facelift/M.1678209636.A.E02,,2023-03-08T01:20:00,1/17去內開眼袋+回推+奈米脂肪補淚溝+蘋果肌補脂 補完就貼著診所的膠帶回鄉過年了 本來診所說大概5天左右可拆膠帶 但剛好碰過年所以我是隔10天拆膠帶 這是1/20有夠腫未拆膠帶,,"補完就貼著診所,本來診所",
[問題] 內開眼袋淚溝留疤痕,https://www.pttweb.cc/bbs/facelift/M.1678209636.A.E02,,2023-03-08T01:20:00,的確有比一開始好一點點 但洞的感覺還是有，而且右眼更是有一個凸疤 雖然淚溝有比以前好 但是反而這個疤讓我出門一定要遮瑕好累... 目前快要兩個月了疤痕還是很明顯 好擔心消不了 尤其好像疤痕三個月就很難消失... 但診所又一直覺得是我太心急或是我體質問題,,個月就很難消失... 但診所又一直覺得是我太,
[問題] 請問目前內開眼袋價格,https://www.pttweb.cc/bbs/facelift/M.1678161228.A.FA8,,2023-03-07T11:53:00,本月在高雄諮詢 1.內開眼袋6.5w(含補淚溝+蘋果肌，抽取腹部脂肪） 2.舒麻1.5w 3.肉毒4k(說是固定效果，當然我也有魚尾紋啦) 因為不能無卡分期，而且後續也有法令紋需求，一併諮詢後，填脂一處3w埋線約7w，又要 10w飛走. 醫生解說詳細，技術我沒意見，只是整體價格使我卻步，想了解各地內開眼袋費用，不一 定要高雄，台北也可，謝謝。,,,高雄
[問題] 請問目前內開眼袋價格,https://www.pttweb.cc/bbs/facelift/M.1678161228.A.FA8,,2023-03-07T11:53:00,", 40 F 醫師會把眼袋脂肪剝離回填到淚溝跟蘋果 03/08 22:57 , 40 F → blue10779 03/08 22:57,",,,
[問題] 淚溝打玻尿酸還是童顏針,https://www.pttweb.cc/bbs/facelift/M.1678160975.A.157,,2023-03-07T11:49:00,大概2年前找過粹究楊醫師打水無痕跟晶亮瓷 整體來說還算滿意 維持大概1年的時間 去年中本來想回去找楊醫師 但要等上好幾個月，有夠難約 後來找別間用瑞絲朗補蘋果肌 據醫生說法是蘋果肌提上去 淚溝的問題可以獲得改善 事實上剛打的時候似乎狀況有好一點點 但半年後（現在）又像3天沒睡覺,"前找過粹究楊醫師,來想回去找楊醫師",,
[問題] 淚溝打玻尿酸還是童顏針,https://www.pttweb.cc/bbs/facelift/M.1678160975.A.157,,2023-03-07T11:49:00,最近去另一家醫美諮詢 醫生評估淚溝+蘋果肌玻尿酸大約需要3-4c.c 單純淚溝也至少需要到2c.c 諮詢師建議可以打聚左旋乳酸(童顏針） 淚溝+蘋果肌可以長到2-4c.c 如果以需要的c.c數跟施打價格來看 打童顏針會比較划算 （一瓶童顏針價格約=2c.c瑞絲朗） 考量價格還有擔心玻尿酸毛毛蟲 內心有點傾向童顏針 但也考慮童顏針是否能長到那麼多 以及因為左右凹陷程度不一 打出來的效果是否能對稱 另外爬文看到童顏針不適合打在眼周皮膚較薄的地方、有結節等問題 這樣打在淚溝是否適合呢？,,最近去另一家醫美,
[問題] 淚溝打玻尿酸還是童顏針,https://www.pttweb.cc/bbs/facelift/M.1678160975.A.157,,2023-03-07T11:49:00,之後還有預約越診所的黃政傑醫師諮詢 比較可能讓這位醫師施打 想請教各位版友 童顏針打淚溝的效果如何？ 比較建議打玻尿酸或是童顏針呢？ 想先做好功課，避免諮詢的時候失去理智,"診所的黃政傑醫師,較可能讓這位醫師",之後還有預約越診所,
[問題] 淚溝打玻尿酸還是童顏針,https://www.pttweb.cc/bbs/facelift/M.1678160975.A.157,,2023-03-07T11:49:00,", 16 F 聽醫生的建議比較準，你淚溝凹，有可 03/09 18:09 , 16 F → pennymingyu 03/09 18:09,",,,
[分享] 再會了，淚溝已刪文,https://www.pttweb.cc/bbs/facelift/M.1677744496.A.935,,2023-03-02T16:08:00,剛好有位朋友有眼袋過大的困擾， 2022/5 就一起找了幾間北市醫美診所做諮詢，,,就一起找了幾間北市醫美診所,
[分享] 再會了，淚溝已刪文,https://www.pttweb.cc/bbs/facelift/M.1677744496.A.935,,2023-03-02T16:08:00,朋友進行的手術為內開眼袋填補淚溝， 並額外抽小腹脂肪填補淚溝， 多餘脂肪診所會置入冰櫃保存3-4個月， 若初次手術復原後， 需再進行調整， 能夠再補入先前抽的脂肪。,,多餘脂肪診所,
[分享] 再會了，淚溝已刪文,https://www.pttweb.cc/bbs/facelift/M.1677744496.A.935,,2023-03-02T16:08:00,手術當天， 會再重新拍攝臉部現況， 並在臉部圈上要填補脂肪的位置， 醫生有提到除了抽眼袋補淚溝外， 會將多的脂肪幫家母補眼眉間凹陷/法令紋/蘋果肌， 手術採全身靜脈麻醉， 手術時間約60~90分鐘， 術後的1小時則靜待清醒及麻醉褪去。,,,
[分享] 再會了，淚溝已刪文,https://www.pttweb.cc/bbs/facelift/M.1677744496.A.935,,2023-03-02T16:08:00,相較於朋友(2個月腫脹完全消退)， 家母恢復的狀況非常好， 約2週就完全退腫， 診所有額外贈兩次脈衝光治療， 用以淡化黑眼圈。 家母的現況改善許多， 但因年紀上，皮層摺皺， 加上脂肪吸收率因素， 目前安排3/24 二次補脂(眼週局部麻醉)。,,， 約2週就完全退腫， 診所有額外贈兩次脈衝,
[分享] 再會了，淚溝已刪文,https://www.pttweb.cc/bbs/facelift/M.1677744496.A.935,,2023-03-02T16:08:00,原本自己的手術安排在2022/12/5， 期待已久的淚溝告別日， 就在手術當天， 因於診所快篩驗出確診， 避免確診帶來的風險， 需間隔49天後才能進行手術。,,因於診所,
[分享] 再會了，淚溝已刪文,https://www.pttweb.cc/bbs/facelift/M.1677744496.A.935,,2023-03-02T16:08:00,最後在2023/2/9順利手術， 當天是排到下午15:30的手術時段， 術前醫生幫忙評估當天補脂部位， 為淚溝/法令紋/蘋果肌等三部位。,術前醫生,,
[分享] 再會了，淚溝已刪文,https://www.pttweb.cc/bbs/facelift/M.1677744496.A.935,,2023-03-02T16:08:00,醫師及顧問有叮嚀， 術後兩週不能戴隱眼； 保養品-化妝水、乳液還是能擦， 但要避免按摩式的擦拭； 洗頭時是以後仰方式， 避免蓮蓬頭沖水使眼睛進水， 及水壓以按摩式沖洗到臉部； 二週不能搬重物(重訓)， 避免高眼壓導致出血； 三個月內不做高強度有氧， 避免燃燒脂肪耗去補進淚溝的脂肪。,,,
[分享] 再會了，淚溝已刪文,https://www.pttweb.cc/bbs/facelift/M.1677744496.A.935,,2023-03-02T16:08:00,4. 自體脂肪補淚溝能撐多久— 認識位動刀過的朋友， 目前經過四年，依然保持完美(非同診所)。 還是因人而異，隨年紀增長， 及作息、飲食的影響， 都有不同的後續發展。,,非同診所,
[分享] 眼袋外開手術給自己今年的禮物,https://www.pttweb.cc/bbs/facelift/M.1677600072.A.308,,2023-03-01T00:01:00,自從做完雙眼皮手術後 本以為甘心作罷 不過，還是有一股聲音在我心中竄出 那就是看起來老態很多歲的眼袋 本來沒有特別注意到眼袋 但自從上次做雙眼皮時，醫生一併提到了眼袋 當等雙眼皮恢復後才認真檢視自己有眼袋的事實,,,
[分享] 眼袋外開手術給自己今年的禮物,https://www.pttweb.cc/bbs/facelift/M.1677600072.A.308,,2023-03-01T00:01:00,當初醫生是說眼袋並非到非常明顯 也不一定需要動刀 如果自己看的習慣也不一定需要做手術 醫生也有建議我可以打針劑來處理 但不管如何，都已經動我一次眼刀的我 其實也不害怕再動第二次的 眼袋刀,當初醫生,,
[分享] 眼袋外開手術給自己今年的禮物,https://www.pttweb.cc/bbs/facelift/M.1677600072.A.308,,2023-03-01T00:01:00,當初其實在選擇眼袋手術時非常擔心疤痕會明顯 醫生也表明說，只要是手術都會有疤痕 不可能沒有疤痕(只能說醫生講話太實在了) 不過疤痕會就要非常仔細看才會看出來,只能說醫生,,
[問題] 求推薦不動刀/打針改善黑眼圈的方式?,https://www.pttweb.cc/bbs/facelift/M.1677564096.A.051,,2023-02-28T14:01:00,這陣子想試試看醫美，但項目真的分好多種 想先從比較溫和、不動刀的療程做起 有看到林亮辰皮膚科有在做活氧泡泡，主打可以改善肌膚暗沉、黑眼圈 想問有人做過活氧泡泡了嗎？效果如何呢？ 雖然知道每個人的成效不一，但還是想大概知道一下！ 謝謝大家,,這陣子想試試看醫美,
[問題] 求推薦不動刀/打針改善黑眼圈的方式?,https://www.pttweb.cc/bbs/facelift/M.1677564096.A.051,,2023-02-28T14:01:00,", 40 F 黑眼圈有分很多種 給醫生評估一下吧 03/01 15:24 , 40 F 推 lovefish 03/01 23:57,",,,
"[問題] 割眼袋補淚溝要用自體脂肪,還是眼袋移位?",https://www.pttweb.cc/bbs/facelift/M.1677398167.A.22B,,2023-02-26T15:56:00,"諮詢了好幾間診所跟板上的名醫,目前眼袋手術+補淚溝似乎主要是以下兩種主流",,諮詢了好幾間診所,
"[問題] 割眼袋補淚溝要用自體脂肪,還是眼袋移位?",https://www.pttweb.cc/bbs/facelift/M.1677398167.A.22B,,2023-02-26T15:56:00,"醫師A說法:眼袋脂肪移位淚溝後100%能存活,所以用移位方式填補淚溝比較恰當,也比較不 用擔心補完後會凹陷的問題,自體脂肪補進淚溝的存活率只有50%",,,
"[問題] 割眼袋補淚溝要用自體脂肪,還是眼袋移位?",https://www.pttweb.cc/bbs/facelift/M.1677398167.A.22B,,2023-02-26T15:56:00,"醫師B說法:移位的方式可能提高日後眼袋復發的機率,復發時可能會造成更嚴重的眼袋,所 以建議眼袋脂肪去除乾淨. 如果自體脂肪補的淚溝存活率不高,再補第二次即可",,,
